A;B;C;D;E;F;G
2276;23504;1296;376.5;5;3787.5;0
2277;23814;1078;412;7;4175.5;0
2278;19025;1094;444;7;779;0
2279;9887;1106;447.5;1;1601.5;0
2280;7576;854;;19;2012;1
2281;17421;1106;;1;3595.5;0
2282;2530;1322;371;1;3806;0
2283;21600;1358;383;3;1700.5;0
2284;13863;1072;368;3;2992;0
2285;19985;1378;416;3;1802.5;0
2286;28757;1106;482.5;1;2412;0
2287;18634;1140;345.5;11;2871;0
2288;8969;1106;310;1;2327.5;0
2289;28861;984;307;17;4697.5;0
2290;9777;1450;406;1;2716;0
2291;16131;1160;245.5;3;575;0
2292;11282;1326;379.5;3;3076;0
2293;23256;858;213.5;5;3132.5;1
2294;10962;1080;417.5;1;4611;0
2295;4059;1230;399.5;1;1113;0
2296;25719;1106;;1;4748;0
2297;8409;1382;328;5;3989;0
2298;28974;1106;380.5;3;1303.5;0
2299;24870;1070;400.5;1;4806.5;0
2300;1181;930;298;1;2891.5;0
2301;23579;1264;503;1;3327.5;0
2302;5602;1106;304.5;1;695;0
2303;23339;1106;234.5;1;4319.5;0
2304;1693;1106;;1;4908;0
2305;18557;1066;404;1;2547.5;0
2306;2492;1106;;1;3204;0
2307;29287;1052;315.5;3;3019;0
2308;29361;1106;;1;1223.5;0
2309;20823;954;301;7;2956;0
2310;27914;1058;;1;3730.5;0
2311;5967;836;235;1;3190;1
2312;20233;744;270;3;1384;1
2313;16130;1106;;1;4331.5;0
2314;18763;1106;;1;9.5;0
2315;10214;1106;;1;3100;0
2316;22658;1110;436;1;2018.5;0
2317;21974;1224;398;1;300.5;1
2318;20357;1076;;3;4672;0
2319;25066;856;355;1;3877;0
2320;6182;1202;304;3;3404.5;0
2321;9336;1266;311.5;3;2643.5;0
2322;9875;898;289;21;4465.5;0
2323;20593;1102;293;7;1102.5;0
2324;18948;1102;332.5;7;4985.5;0
2325;11787;1106;417;1;1999;0
2326;23438;1032;374;1;3034;0
2327;11776;1106;370.5;3;91;0
2328;9172;1106;;1;1068.5;0
2329;27896;1450;485.5;1;105;0
2330;17701;1006;353;1;4584.5;0
2331;9344;1006;307.5;3;4094;0
2332;24908;1106;;1;47.5;0
2333;27615;1106;465;1;4166;0
2334;16764;1150;356;3;1224;0
2335;14690;1060;240.5;5;2623.5;1
2336;20115;1106;;1;265;0
2337;8436;1062;410;1;3985;1
2338;24526;1094;406;5;2965.5;0
2339;8015;1106;465;1;3341;0
2340;24468;1106;;1;849.5;1
2341;20156;1048;435;5;2192;1
2342;20315;958;241.5;5;2945;1
2343;5821;884;247.5;11;1999.5;0
2344;15588;1014;389;3;109.5;0
2345;10379;1332;;1;4080.5;0
2346;5173;1052;359;23;3811;0
2347;28141;1064;318;1;396.5;0
2348;2820;1392;;1;4146;0
2349;22401;1106;485.5;1;3268.5;0
2350;28826;1090;283;3;1279.5;0
2351;6066;1212;345;1;4183;0
2352;4527;1118;;1;3039;0
2353;2020;1418;401.5;1;367.5;0
2354;7467;914;406;3;4217;1
2355;20741;886;279;3;3696.5;1
2356;12075;1016;;1;1583;0
2357;27399;1132;324.5;3;914.5;1
2358;11101;978;297.5;1;4137;0
2359;15284;1216;390.5;1;2242.5;0
2360;22220;1106;446.5;1;335.5;0
2361;23377;1106;;15;2948;1
2362;5273;850;328;3;4399;0
2363;14136;1266;393.5;9;1267;0
2364;24186;878;199.5;1;3455;0
2365;9003;1146;456;1;2967;0
2366;19216;818;265.5;5;1742.5;0
2367;16318;1182;370;7;1755.5;0
2368;13781;1032;376;3;4595.5;1
2369;15570;1256;331;1;3112.5;0
2370;29656;1106;;1;2976;0
2371;21000;1106;;1;4647;0
2372;7854;1350;344;1;293;0
2373;17668;996;359.5;5;2555.5;0
2374;16720;1106;351;1;742.5;0
2375;6447;1106;;1;4265;0
2376;25020;1262;383;7;2400;0
2377;5806;1280;398.5;1;3320.5;0
2378;8374;1284;451;7;557;0
2379;3773;738;247;15;4109;1
2380;10123;986;350.5;1;1269;0
2381;27664;1106;341.5;3;175;0
2382;16584;1040;406;15;3511.5;0
2383;11981;1238;444.5;3;4031.5;0
2384;8149;1012;348;1;4273;0
2385;28492;1374;;1;104;0
2386;8104;1106;;11;3009.5;0
2387;14723;1106;;1;2103.5;0
2388;5106;1162;453;5;4585.5;0
2389;5123;1050;383;1;1549;0
2390;28942;1080;356.5;3;852.5;0
2391;15368;626;188.5;1;1293.5;1
2392;1521;1106;;1;1113;0
2393;1135;1106;;1;1291;0
2394;15155;1306;411.5;1;4468.5;0
2395;28252;1106;451;5;123;0
2396;29961;1106;;3;3512;1
2397;29752;1046;;3;1654;0
2398;10586;1348;450;1;4499.5;0
2399;2206;1356;419;3;1827.5;0
2400;20233;986;341.5;1;2657.5;1
2401;22719;974;;1;2577;0
2402;22920;1106;;1;3796;1
2403;15435;1262;473;5;2726.5;0
2404;17632;1106;274;1;3344.5;0
2405;27016;1096;328;11;777;0
2406;20795;1106;;1;3448.5;0
2407;26964;1094;330.5;3;1056.5;1
2408;5417;828;289;1;4208.5;0
2409;25789;1416;473;5;797.5;0
2410;5804;868;330.5;1;753.5;0
2411;21064;1192;388.5;3;2849;0
2412;2389;1194;396;3;3848.5;0
2413;6985;1166;449;1;2500.5;1
2414;10937;1218;445.5;1;2609.5;0
2415;23958;1284;;1;25;0
2416;8632;1180;309.5;3;3572;0
2417;4321;1112;341.5;7;1897.5;0
2418;24479;1132;274.5;1;311.5;1
2419;11500;906;370;5;4636;0
2420;26233;1170;465;1;1117.5;0
2421;11300;892;362.5;7;724;0
2422;19887;1090;404;5;2880;0
2423;23229;854;344;7;917;0
2424;1384;1334;398.5;3;4637;0
2425;4402;1234;482.5;3;3709;0
2426;1438;1310;473;3;667;0
2427;25909;1106;339;13;2905;0
2428;20856;1106;383;1;3978.5;0
2429;18392;1076;414.5;3;2741;0
2430;12083;948;347.5;7;274.5;0
2431;23981;1320;270.5;3;4672;0
2432;1329;1106;410;1;2970;0
2433;20299;1152;404;5;3413;0
2434;18991;704;307.5;9;2055.5;1
2435;23611;1120;362.5;3;1256.5;1
2436;11302;1106;424.5;3;1240;0
2437;27844;1086;383;3;1179.5;1
2438;6265;988;403.5;7;2050;0
2439;11442;1116;444;1;3447;1
2440;8804;944;;1;4858;0
2441;12222;1106;;1;2010.5;0
2442;3717;1106;;3;4456.5;0
2443;6765;1230;289;1;3345;0
2444;11660;1180;383;7;2390;0
2445;16022;1260;437.5;1;3136.5;0
2446;20227;1328;403.5;3;1167;0
2447;15220;878;;3;1794;0
2448;29183;1106;;1;3616;0
2449;4052;1198;353;5;3815.5;0
2450;25660;1074;364;1;3781;0
2451;16737;1256;398;3;2557.5;0
2452;25243;1110;330.5;3;1488.5;1
2453;2004;1106;451;3;3023;0
2454;3656;992;329.5;3;2344;0
2455;9321;1064;332.5;5;4465;0
2456;3099;1378;304.5;1;2346;0
2457;27622;1390;445.5;1;4683.5;0
2458;19957;884;;3;1127;1
2459;9251;1148;394;1;2068;0
2460;22785;1034;372;1;1004;0
2461;7651;1170;461.5;3;4542.5;0
2462;3521;1106;406;3;1329;0
2463;18202;1016;362.5;3;1529.5;0
2464;3076;1106;;1;3220.5;0
2465;8780;1290;381;3;822.5;0
2466;2190;1106;;1;3082;1
2467;12671;1244;400;1;3386.5;0
2468;29255;1048;362.5;11;1576;0
2469;25475;1036;;1;821.5;0
2470;24984;1362;459.5;1;1646;0
2471;27436;1064;417;3;459.5;0
2472;25259;1086;357;3;721.5;1
2473;6190;1284;441.5;1;2754.5;0
2474;6688;1126;482.5;1;4525.5;0
2475;23586;1400;444;1;3719;0
2476;6131;1232;406;3;3606.5;0
2477;21708;880;335.5;5;1471.5;0
2478;2296;956;341.5;3;4634.5;0
2479;29453;1044;348;5;1653.5;0
2480;11950;1270;485.5;5;2431;0
2481;3151;1188;307.5;7;90;0
2482;22707;1106;;1;731.5;0
2483;19125;1240;354.5;1;4851;0
2484;26336;1038;;3;324.5;0
2485;3801;1148;338.5;5;931.5;0
2486;24513;1104;368;1;941.5;0
2487;1997;1338;456.5;1;1634.5;0
2488;18777;938;412;3;772.5;0
2489;28292;1060;;3;4038.5;1
2490;7148;930;;3;3340;1
2491;2839;1040;438.5;1;3219.5;0
2492;11281;970;325;3;3786;0
2493;1898;1216;374;3;1403;0
2494;28185;732;;7;4212.5;1
2495;11908;1106;;11;521;1
2496;15457;1286;439;3;53;0
2497;11191;1016;349.5;7;4265;0
2498;7501;1122;330;1;2429.5;0
2499;7723;1104;258;7;2005.5;0
2500;29087;1398;451;3;392;0
2501;17449;818;414;1;95.5;0
2502;9454;892;214.5;3;947;0
2503;16917;1150;;9;3772;1
2504;20188;900;328;9;4606.5;1
2505;8869;1450;;1;4027;0
2506;17211;918;;3;4692;0
2507;29764;1106;;1;3855;0
2508;18644;1208;328;1;3429.5;1
2509;8665;1014;251.5;1;3393;1
2510;19833;1256;482.5;1;4480.5;0
2511;26065;1194;;1;699.5;0
2512;27870;1106;;5;4560.5;0
2513;18495;1178;;1;2560;0
2514;2027;982;413.5;5;497.5;0
2515;28990;1092;356.5;3;1833;1
2516;16123;1240;;7;2566;0
2517;2372;1106;;1;4804;0
2518;1559;890;;5;714.5;0
2519;18140;1024;417;5;1866.5;0
2520;14648;1344;;1;2803;0
2521;28354;1026;383;3;133.5;0
2522;9447;1106;248;1;4358;0
2523;12292;1166;441.5;5;638;0
2524;18298;1032;328;5;3698;0
2525;10346;1448;;3;982;0
2526;10328;996;;13;1899.5;0
2527;25232;1180;;5;2569;0
2528;16902;1106;355.5;3;515.5;0
2529;17709;1128;402.5;3;4692;0
2530;6744;1178;430.5;3;1030;0
2531;10245;1158;310;3;1173;0
2532;7180;1040;;1;2349;0
2533;6519;1106;362.5;1;3558;0
2534;6409;962;375;5;4546;0
2535;17144;1024;;13;2693.5;1
2536;5245;934;295.5;9;4388;1
2537;25945;1078;451;3;2142;0
2538;9147;1302;;1;390;0
2539;13228;1156;380.5;3;804.5;0
2540;8344;1142;;1;2082;0
2541;23060;1096;420.5;1;3444;0
2542;27134;1146;372.5;1;258;0
2543;28225;936;;7;4978;1
2544;9694;1006;295;1;4589.5;0
2545;13551;1106;335;1;4147;0
2546;21025;1204;;1;186.5;0
2547;27473;1220;;1;3521.5;0
2548;19916;1284;383;1;4318;0
2549;6744;1244;;7;3864.5;0
2550;17347;1194;315.5;5;1099;0
2551;18447;1106;;1;482.5;1
2552;23097;1252;411.5;1;3597;0
2553;5865;1102;402.5;3;1268;0
2554;11696;1106;;1;3214.5;0
2555;5426;1106;433;7;2960;1
2556;6334;1106;;3;4973.5;0
2557;15783;1450;;1;4427.5;0
2558;9242;1296;;1;4164;0
2559;11971;1082;;3;2879;0
2560;18112;1374;;7;316;1
2561;29636;1106;;1;3825;0
2562;8036;1106;;1;1479;0
2563;27762;1360;499.5;1;4644.5;0
2564;24365;982;296.5;9;4885.5;1
2565;25732;872;132.5;3;1257;1
2566;14890;726;363;1;773;1
2567;8705;1106;;1;4784;1
2568;27187;1284;394.5;7;4890;0
2569;27937;1302;355.5;7;1075.5;0
2570;10036;1136;355.5;3;3864.5;0
2571;23943;1326;380.5;3;4566.5;0
2572;9602;1106;;1;116;0
2573;25742;1046;412;3;171;0
2574;9427;1386;404;3;415.5;0
2575;26315;1102;377.5;3;1331.5;1
2576;6768;1164;338;3;3952;0
2577;26465;1106;;1;487.5;0
2578;21815;1012;430.5;11;79;1
2579;27312;1392;392;3;544;0
2580;5681;1088;;9;3299;0
2581;20482;1256;419;1;1313;0
2582;29996;1190;422.5;3;4049.5;0
2583;17373;1214;345;3;598.5;0
2584;29998;1276;406;3;4973.5;0
2585;11482;990;431;3;3259;0
2586;2677;940;193.5;3;335;0
2587;6183;1286;428.5;3;2722.5;0
2588;2298;840;400;1;572.5;0
2589;25099;1106;400.5;7;4391.5;0
2590;23209;1212;;3;648;0
2591;24072;1106;;1;3816;0
2592;18157;1144;328;5;1909.5;0
2593;3528;1178;406;3;2677;0
2594;19756;1056;;1;841;0
2595;26021;1106;;1;797;0
2596;7165;1138;339;5;1980.5;0
2597;6190;1088;394;1;2419.5;0
2598;29642;956;327;3;609.5;1
2599;18932;1176;;1;2385;0
2600;6140;1158;355.5;1;4472;0
2601;9947;1002;385.5;3;3870;1
2602;15980;1052;;7;649.5;0
2603;2958;912;383;3;3014.5;0
2604;23419;958;406;3;4382;0
2605;22622;920;438;3;4503;0
2606;2694;1106;;1;535.5;0
2607;26974;1316;;5;1868.5;1
2608;25993;1168;328;5;1017.5;0
2609;16675;1114;327;5;1338.5;0
2610;18299;1106;;5;4742.5;0
2611;14102;1002;409;1;4467.5;0
2612;1460;1370;349.5;1;1730.5;0
2613;11157;980;;17;3665;0
2614;12086;1242;452.5;1;86;0
2615;2775;1112;353;3;3527;0
2616;9653;1198;419;1;1980;0
2617;26952;1010;364.5;7;4062;0
2618;15863;1348;;5;3928;0
2619;25060;974;282;3;524.5;0
2620;24807;1352;451;3;3639;0
2621;22291;1450;383;7;3605.5;0
2622;8042;1222;380.5;17;1821;0
2623;2499;1068;328;11;2809;0
2624;12629;1106;;3;683.5;1
2625;25902;654;233;1;784;0
2626;24008;832;353.5;1;1108.5;0
2627;10842;1450;419;1;352.5;0
2628;4167;1124;344;13;2222;0
2629;24493;1176;274.5;5;1286;0
2630;9892;1106;330.5;1;716;0
2631;13023;1006;;3;3457.5;0
2632;8642;1282;466;1;3401.5;0
2633;5509;1234;444;3;56;0
2634;18418;1272;;3;2422.5;1
2635;24090;1084;412;1;4754.5;0
2636;3235;918;;5;3323;0
2637;23817;1206;409.5;1;2452;0
2638;20457;872;342.5;5;4234;1
2639;1193;1082;;3;4840;0
2640;17123;1160;413.5;1;4144;0
2641;12614;1106;400.5;7;311;0
2642;18562;1106;;7;773;1
2643;5764;1290;449;1;3957;0
2644;12835;1106;;1;510;0
2645;19250;1316;390.5;1;447;0
2646;7244;1106;383;1;4399;0
2647;19889;1078;379.5;7;4950.5;0
2648;19963;1172;400.5;17;1036;0
2649;26197;1106;;1;3557;0
2650;8944;1078;328;17;4044.5;0
2651;29543;1180;451.5;1;3914.5;0
2652;25384;1288;290.5;1;3583;0
2653;24772;1016;372;1;1073;0
2654;13517;920;;9;4552.5;0
2655;13910;964;341;1;868;0
2656;16502;1106;410;3;2634;1
2657;2861;1006;473;5;1216.5;0
2658;13007;1086;328;7;2225.5;0
2659;8716;1206;437.5;1;1670.5;0
2660;14688;1148;475.5;1;3731;0
2661;18230;1250;431;1;4356;0
2662;11904;1254;;7;968;0
2663;1902;1106;;1;1060.5;0
2664;9221;1248;379;1;3358;0
2665;4119;1106;475.5;1;2234.5;0
2666;14398;964;286;9;1423.5;1
2667;15439;1106;;1;89;1
2668;20065;1050;185;23;121;1
2669;28197;1106;428.5;1;35.5;0
2670;6725;1212;341.5;5;2152;0
2671;6726;1106;383.5;1;1260.5;1
2672;11627;1182;445.5;3;2125.5;0
2673;12882;1106;458;13;147.5;0
2674;27732;1106;;1;3154;0
2675;14431;1368;;1;314.5;0
2676;5249;1180;437.5;1;4020;0
2677;25245;1274;420;3;2453;0
2678;18956;1122;406;7;1253;0
2679;16691;900;312.5;5;3385;0
2680;20519;960;391.5;1;409;0
2681;1037;1026;400;1;2977.5;0
2682;6285;1414;439;1;4457;0
2683;5526;818;;5;4720;1
2684;29672;1196;327;1;1416;0
2685;19142;1106;;1;1621;0
2686;4308;1162;437.5;1;2551;0
2687;9962;1106;;1;4355.5;0
2688;22199;1106;;1;4975.5;1
2689;3268;1022;399;1;4703;0
2690;27849;1160;371;7;505;1
2691;22198;1012;243.5;3;1634;0
2692;28945;1088;335;1;3399;0
2693;25271;1104;;1;2132.5;0
2694;12418;1106;452.5;1;3541.5;1
2695;28266;1106;;1;4900.5;0
2696;18143;1156;347;1;2277;0
2697;2313;1106;;3;1136.5;0
2698;27881;1416;482.5;1;840;0
2699;22086;1106;;3;314.5;0
2700;21152;1044;;5;668;1
2701;26720;1038;304;19;584;1
2702;19026;1192;328;7;2847;0
2703;6411;1034;;1;755;0
2704;25885;844;214;3;460.5;1
2705;11599;1106;;1;2511;0
2706;13492;1106;406;3;3042;0
2707;11450;1020;310;5;786;1
2708;19052;1054;333;5;1164;0
2709;1291;868;221.5;5;2852;1
2710;26592;1056;378;7;1512.5;0
2711;5613;1170;357;1;1160.5;0
2712;14242;1140;341.5;1;2880;0
2713;7986;1142;432;7;1669.5;0
2714;16216;1396;;7;4537;0
2715;23380;1214;301.5;3;1642.5;0
2716;18958;1206;394.5;1;2165.5;0
2717;20988;1070;;5;1049.5;1
2718;7906;966;348;3;2291;0
2719;8679;1188;;3;4882;0
2720;13483;1160;430.5;13;2483.5;1
2721;9641;1408;;3;317;0
2722;12813;1178;357;3;2347;0
2723;24323;968;;7;3255.5;0
2724;26394;1190;;1;2838.5;0
2725;12943;924;286;5;1480.5;1
2726;26722;1120;449.5;1;2598;0
2727;3173;1164;277;1;4884.5;0
2728;14800;1106;;1;2564;0
2729;20367;1286;377.5;1;1398;0
2730;11521;1086;430;3;4818;0
2731;8394;1290;366;1;996;0
2732;5157;1354;372.5;1;1728.5;0
2733;3635;1056;403;1;4217;0
2734;26827;1052;417;3;3627.5;0
2735;3631;1332;;1;4913.5;0
2736;9140;1106;;1;4696;0
2737;20314;1170;;3;4026.5;0
2738;5803;1312;482;1;306.5;0
2739;13464;902;;1;1425.5;1
2740;27591;1114;374;5;4052.5;0
2741;20184;1382;441.5;3;3890;0
2742;4977;1446;424.5;1;2786;0
2743;24314;1106;473;1;1582.5;0
2744;18761;1046;;1;962.5;1
2745;21873;1004;217.5;9;3110.5;1
2746;15960;1074;283.5;1;4088.5;0
2747;17904;1224;451;5;2981;0
2748;27015;818;325;3;2594;0
2749;1200;1022;237;3;568;0
2750;20573;1106;;1;3622;0
2751;25716;848;288;5;651;0
2752;1641;1106;466.5;1;2891.5;0
2753;2261;1338;379.5;3;506.5;0
2754;1959;1016;451;1;4785.5;0
2755;7428;1106;325;1;488;1
2756;22896;1152;;1;2365;0
2757;4006;1142;373.5;3;1909;1
2758;29154;1314;357;1;3480;0
2759;18676;1106;465;1;190.5;0
2760;16411;1084;297;5;945.5;0
2761;16212;1378;362.5;3;680.5;0
2762;12765;1240;401;1;2382;0
2763;19482;1106;;1;1360;1
2764;16290;994;385;1;1106;1
2765;19773;1186;430;9;3219.5;0
2766;23277;1106;368.5;1;743.5;0
2767;1047;1192;419;1;1124.5;0
2768;10542;1106;;1;2064.5;1
2769;12173;1256;451;1;1928.5;1
2770;11093;938;;3;1289;0
2771;5715;1230;362.5;1;864;0
2772;7872;1270;432;3;2145.5;0
2773;15652;1098;355.5;1;4971.5;0
2774;19195;1292;411;3;2060.5;0
2775;15500;1026;356.5;7;2839.5;0
2776;9311;1264;405.5;1;1120;0
2777;17048;1046;295.5;5;3794;0
2778;25433;1106;;1;112;0
2779;23398;1260;404;1;736;0
2780;29119;1092;431;5;3644.5;0
2781;29144;1240;356;9;3436.5;1
2782;14558;744;205.5;1;118;0
2783;4660;1358;;3;4661;0
2784;12734;998;335.5;1;1139.5;0
2785;4612;1244;;1;2229;0
2786;24407;1054;406;1;2609;1
2787;3552;936;319.5;11;992;1
2788;6033;1040;285.5;3;2310.5;1
2789;28961;1106;440;1;3271.5;0
2790;28395;1106;;3;371;0
2791;11910;1196;;3;2910.5;0
2792;5753;1334;465;3;463.5;0
2793;23310;1226;;1;4774.5;1
2794;14874;1188;367;3;1298;1
2795;28749;1350;425;1;182.5;0
2796;15520;968;226;3;1581.5;0
2797;5796;1084;332;3;3976;1
2798;10358;1272;438.5;1;1806.5;0
2799;5009;1106;;1;2205.5;0
2800;6274;886;205.5;1;4620;1
2801;19159;1106;;3;3705;0
2802;26267;1106;;1;3565.5;0
2803;23574;1142;328;3;3679.5;1
2804;25506;1006;307;5;527.5;0
2805;26748;956;255.5;1;2207.5;0
2806;12322;1310;445.5;5;2194;0
2807;19852;1064;301;1;4777;0
2808;2874;850;380;1;4998.5;0
2809;27076;1130;258.5;5;1970;0
2810;11823;1292;422.5;1;4821.5;0
2811;20736;1354;503;5;4067.5;0
2812;13328;1106;485.5;1;1265.5;0
2813;23064;1292;442;3;2307;0
2814;26356;1106;;1;4254.5;1
2815;6660;1066;342;3;784.5;0
2816;18121;1106;;1;45;0
2817;12654;1076;326.5;1;1399;1
2818;9385;876;323.5;7;3108;0
2819;4021;944;271.5;9;1495;1
2820;10605;860;328;3;3080.5;1
2821;3305;1400;;1;3554.5;0
2822;2781;862;330.5;9;4241;1
2823;4137;826;277;3;419.5;1
2824;26549;1010;230;3;4985;0
2825;19351;1060;;1;2804;1
2826;7160;1150;325;9;4767;0
2827;4296;1076;384.5;3;4517;0
2828;9589;1416;409;3;2270;0
2829;7144;1174;421.5;1;4605;0
2830;5414;1150;393;1;4628.5;0
2831;6423;1096;452.5;3;2406;0
2832;15680;874;377.5;21;329;1
2833;26488;1120;458.5;1;2861.5;0
2834;2280;1238;408;1;1773.5;0
2835;1409;1180;372;5;1984.5;0
2836;28471;962;341;3;997;0
2837;13014;1134;;1;3535.5;0
2838;20344;1106;459.5;1;3825.5;0
2839;16129;1106;;1;559;0
2840;4732;1156;362.5;3;24.5;0
2841;10389;1038;321.5;1;3724;0
2842;1015;1178;301;9;2693.5;0
2843;23523;1244;295.5;9;1788.5;0
2844;15517;890;402.5;5;748;0
2845;1612;1324;;1;3006.5;0
2846;20070;1350;289;1;4388;0
2847;23562;1172;344.5;1;1115;0
2848;2953;1106;348;9;4761.5;0
2849;9379;728;157.5;1;599.5;1
2850;6255;1270;400.5;19;171;1
2851;4025;1222;409;1;2850;0
2852;3444;1400;422;1;795;0
2853;8830;784;323.5;3;4507;0
2854;9769;1414;465;1;4270;0
2855;26677;1372;473;3;439;0
2856;8430;860;372.5;1;3771;0
2857;27160;970;345.5;1;3026.5;0
2858;4393;1192;386;1;1126.5;0
2859;29838;1196;430;5;1015;1
2860;28952;1394;462.5;7;4415;0
2861;9523;978;379;3;1086;0
2862;24924;1316;458.5;3;4591;0
2863;28612;1272;443.5;1;2710.5;0
2864;29193;1192;430.5;1;2330;0
2865;25865;1106;;1;4895;0
2866;17531;1008;372;7;4948;1
2867;14064;1186;441.5;1;2853;0
2868;12189;1442;452.5;3;2663;0
2869;3024;1264;318;1;3797;0
2870;10415;750;185;9;1165;0
2871;28808;960;;1;2431.5;0
2872;18668;992;;1;2040;0
2873;6855;1248;321;1;3290;1
2874;9372;1106;;1;8.5;0
2875;17193;1282;381.5;1;3704;1
2876;16940;1232;;1;2760.5;0
2877;14491;1086;330.5;9;248;1
2878;24550;1106;372.5;3;3238.5;0
2879;22970;1360;;7;1095.5;0
2880;20244;824;283.5;7;660.5;0
2881;7545;1384;424.5;1;4843;0
2882;21931;1124;328;7;3609.5;0
2883;11778;1106;;1;2794;0
2884;14938;992;321.5;7;4948.5;0
2885;25561;994;309;7;4030;0
2886;20934;984;300.5;1;4044.5;1
2887;8012;1182;230.5;9;377;0
2888;19688;1186;458.5;1;4258;0
2889;2334;922;271.5;3;319.5;0
2890;26963;1024;273.5;3;2788.5;1
2891;22443;968;310;7;2883;1
2892;22553;1142;;3;2253;0
2893;6093;1034;482;1;707;0
2894;15824;1096;323;7;1981.5;0
2895;14760;1110;305.5;1;2000;0
2896;14768;1048;352.5;7;3235;0
2897;14078;1048;314;9;3190;0
2898;3543;1358;473;3;3769;0
2899;16110;1192;442;1;1695;0
2900;10695;1178;300.5;3;287;0
2901;7752;1106;;1;512;1
2902;13662;886;362.5;1;354.5;0
2903;1866;1150;263;1;3478.5;0
2904;5350;852;157;3;2708.5;0
2905;8135;1254;401.5;1;2432;0
2906;3270;1276;431.5;5;3109;0
2907;26810;1372;400;3;705;0
2908;16271;1106;;1;3976;0
2909;26411;1292;422.5;1;2066;0
2910;2000;1398;;1;2381.5;0
2911;7007;1334;477;1;954;0
2912;27671;1418;383;3;661;1
2913;17886;1104;336;11;3665.5;0
2914;27530;1106;362.5;9;2151;1
2915;16867;762;330.5;5;316;0
2916;18041;1166;272.5;7;3686.5;0
2917;26891;982;;3;4436;0
2918;8542;1122;368.5;3;854.5;0
2919;14810;1106;423.5;1;357.5;0
2920;29626;1124;469.5;1;2533.5;0
2921;8577;1184;385.5;1;4735.5;0
2922;11583;1180;;1;3212;0
2923;23857;876;;3;1702;1
2924;7632;856;280;1;1788;1
2925;4978;932;324.5;11;994.5;1
2926;13747;1266;383;5;4311.5;0
2927;9459;1214;364;3;293.5;0
2928;13470;1214;328;11;4227.5;1
2929;27513;1106;500.5;1;2541;0
2930;12440;864;353;11;3246;0
2931;25676;1266;386;1;1956.5;0
2932;11754;1432;482.5;1;192.5;0
2933;23920;952;239.5;11;3947;1
2934;6848;1324;;3;2954;0
2935;16432;998;289;3;2427.5;0
2936;3398;1106;;1;4923;0
2937;13386;1246;400.5;1;1193.5;0
2938;2677;834;217.5;11;3946;1
2939;8512;960;247;19;3787.5;1
2940;8525;1106;;1;1517.5;0
2941;18311;1398;404;3;2842;0
2942;5015;918;177;3;2171;1
2943;23479;1036;371;5;1091;0
2944;13313;1100;303.5;9;138.5;0
2945;13682;1152;362.5;7;1117;0
2946;13225;982;324.5;11;3939.5;1
2947;4211;1078;296.5;3;987;0
2948;9646;1106;;1;445;0
2949;7299;832;185;1;3685;0
2950;24850;1362;371;3;2179.5;0
2951;21740;1026;332;11;957;0
2952;7985;1394;380;1;1239;0
2953;4869;1106;;1;1860.5;0
2954;7298;1200;;1;358.5;0
2955;24020;1202;277;3;4187.5;0
2956;28375;1026;361.5;1;4961;0
2957;24279;1106;;1;3932.5;1
2958;25696;1106;;1;4450.5;0
2959;25142;1106;;7;3363.5;0
2960;2720;1072;438.5;1;1384.5;0
2961;6247;810;307.5;13;1440;1
2962;14940;1080;364.5;3;3147.5;0
2963;19681;1304;;1;3601;0
2964;12891;1106;445.5;3;819.5;0
2965;8390;1106;323.5;1;2063;0
2966;23326;956;325;7;3585.5;0
2967;26211;1106;458.5;1;2657.5;0
2968;24121;1228;398.5;3;2160;0
2969;4546;1092;383;3;4869;0
2970;20465;1160;380.5;1;644.5;0
2971;20257;978;425;25;1415;0
2972;17765;1106;;1;760;0
2973;15431;1098;;3;4858.5;1
2974;18606;1106;475.5;1;3117.5;0
2975;2869;1278;411.5;1;2536.5;0
2976;5419;900;441.5;5;2121.5;1
2977;10575;960;354.5;1;2303.5;0
2978;9389;1054;385.5;1;2500.5;0
2979;6362;1140;391.5;3;1632;0
2980;18257;804;232.5;1;714;1
2981;2025;1400;;1;2778;0
2982;13280;1368;475.5;1;286;0
2983;11056;864;400.5;5;3284;0
2984;22209;1388;447.5;1;4997;0
2985;16279;1252;327;1;1691.5;0
2986;6761;1106;;1;281;1
2987;15198;1074;;1;2479;1
2988;3408;1106;;1;1939.5;0
2989;16334;1106;430.5;3;4741;0
2990;2647;1130;403;5;4735.5;0
2991;26250;1354;401.5;1;508.5;0
2992;27111;1040;325;7;486.5;0
2993;10924;886;237;5;4028;0
2994;19650;1370;;3;1274.5;0
2995;10089;1078;328;5;1931.5;1
2996;6564;930;406;3;3022.5;0
2997;7859;1380;;1;295;0
2998;19418;1012;304.5;3;450;0
2999;18601;1106;;1;1121.5;0
3000;20952;1106;;1;3208.5;0
3001;27398;1106;;1;201;0
3002;18482;1114;452;3;4765;0
3003;21757;1308;356;1;2598;1
3004;27919;934;;1;24.5;0
3005;3792;1106;;1;1195;0
3006;2223;1208;447.5;3;2670.5;0
3007;22243;1286;374;1;3460.5;0
3008;10113;1148;274;7;2053;0
3009;13988;1058;358.5;5;4626.5;0
3010;8787;1310;327;1;4677.5;0
3011;12573;1366;430.5;1;2486.5;0
3012;3741;1362;328;1;323.5;0
